가맹점명,전화번호,주소,데이터기준일자
더드림슈퍼,,제주특별자치도 서귀포시 남원읍 신례로 386-14,2024-05-20
섬올리브정원,070-7595-1182,제주특별자치도 서귀포시 남원읍 신례로 386-49,2024-05-20
행복나무,064-767-0082,제주특별자치도 서귀포시 남원읍 신례로 95,2024-05-20
위미농업협동조합신례지점,064-767-0810,제주특별자치도 서귀포시 남원읍 신례로282번길 1,2024-05-20
담소요,,제주특별자치도 서귀포시 남원읍 신례천로 193,2024-05-20
물동산식당,,제주특별자치도 서귀포시 남원읍 신례천로 2,2024-05-20
신례토종닭식당,064-767-4499,제주특별자치도 서귀포시 남원읍 신례천로 267-110,2024-05-20
바띠,,제주특별자치도 서귀포시 남원읍 신흥로 32-16,2024-05-20
홍식당,064-764-5015,제주특별자치도 서귀포시 남원읍 신흥로13번길 22,2024-05-20
단흥,064-764-5002,제주특별자치도 서귀포시 남원읍 신흥로13번길 23,2024-05-20
여기고씨네,,제주특별자치도 서귀포시 남원읍 신흥로13번길 23,2024-05-20
슁켄하우스/남동영농조합법인,064-764-4820,제주특별자치도 서귀포시 남원읍 신흥로250번길 27,2024-05-20
농업회사법인 주식회사 에스엠푸드,064-767-4822,제주특별자치도 서귀포시 남원읍 신흥로250번길 27,2024-05-20
알맞은시간,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 2-1,2024-05-20
자상한하루,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 6,2024-05-20
시간의정원,,제주특별자치도 서귀포시 남원읍 원님로25번길 14,2024-05-20
시간의정원,,제주특별자치도 서귀포시 남원읍 원님로25번길 14,2024-05-20
흑돼지브라더스본점,064-764-1992,제주특별자치도 서귀포시 남원읍 위미대성로 58,2024-05-20
하늬바람,,제주특별자치도 서귀포시 남원읍 위미리 산,2024-05-20
위미국밥,064-7641-6390,제주특별자치도 서귀포시 남원읍 위미중앙로 178,2024-05-20
소랑밥상,064-764-3858,제주특별자치도 서귀포시 남원읍 위미중앙로 179,2024-05-20
현아네흑돼지돈가스,064-764-5255,제주특별자치도 서귀포시 남원읍 위미중앙로 187,2024-05-20
뽀르또,064-764-3449,제주특별자치도 서귀포시 남원읍 위미중앙로 191,2024-05-20
주야진,,제주특별자치도 서귀포시 남원읍 위미중앙로 199,2024-05-20
위미페리카나,064-764-1181,제주특별자치도 서귀포시 남원읍 위미중앙로 204,2024-05-20
락쿤,,제주특별자치도 서귀포시 남원읍 위미중앙로 274-43,2024-05-20
일송회수산,064-764-0094,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 13,2024-05-20
영아정식식당돼지고기전문점,064-764-4160,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-12,2024-05-20
위미항활어회센타,064-764-3530,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-37,2024-05-20
다래,064-764-6868,제주특별자치도 서귀포시 남원읍 위미중앙로293번길 37,2024-05-20
온도상회,,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 24,2024-05-20
와랑와랑,070-4656-1761,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,2024-05-20
동백꽃필무렵,,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 8,2024-05-20
상희네숯불구이,064-762-9888,제주특별자치도 서귀포시 남원읍 위미항구로 16,2024-05-20
섬소나이,064-900-9878,제주특별자치도 서귀포시 남원읍 위미해안로 18,2024-05-20
곱지당,,제주특별자치도 서귀포시 남원읍 위미해안로 18,2024-05-20
제주정돈,,제주특별자치도 서귀포시 남원읍 위미해안로 20,2024-05-20
지귀도형제횟집,064-764-7177,제주특별자치도 서귀포시 남원읍 위미해안로 47,2024-05-20
어느멋진날,,제주특별자치도 서귀포시 남원읍 위미해안로 97,2024-05-20
세븐일레븐 서귀포의귀점,,제주특별자치도 서귀포시 남원읍 의귀로 103,2024-05-20
은빌레 식당,064-764-2221,제주특별자치도 서귀포시 남원읍 의귀로 120,2024-05-20
제주해마루,064-764-5679,제주특별자치도 서귀포시 남원읍 의귀로 187,2024-05-20
다한,070-8147-9992,제주특별자치도 서귀포시 남원읍 일주동로 6527,2024-05-20
돈순이,064-764-7664,제주특별자치도 서귀포시 남원읍 일주동로 6611,2024-05-20
돈돼지,064-787-7766,제주특별자치도 서귀포시 남원읍 일주동로 6611,2024-05-20
세븐일레븐서귀포신흥점,,제주특별자치도 서귀포시 남원읍 일주동로 6611,2024-05-20
씨유(CU)서귀신흥점,,제주특별자치도 서귀포시 남원읍 일주동로 6621,2024-05-20
신흥리국수,064-764-0457,제주특별자치도 서귀포시 남원읍 일주동로 6624,2024-05-20
아리산반점,064-764-7474,제주특별자치도 서귀포시 남원읍 일주동로 6628,2024-05-20
태흥금수강산,064-764-9657,제주특별자치도 서귀포시 남원읍 일주동로 6729,2024-05-20
씨유서귀태흥점,,제주특별자치도 서귀포시 남원읍 일주동로 6745,2024-05-20
황칠수라곰탕본점,,제주특별자치도 서귀포시 남원읍 일주동로 6804,2024-05-20
러빙헛제주점,,제주특별자치도 서귀포시 남원읍 일주동로 7036,2024-05-20
한울이네,064-764-7122,제주특별자치도 서귀포시 남원읍 일주동로 7123,2024-05-20
타모라돈까스,064-764-8588,제주특별자치도 서귀포시 남원읍 일주동로 7131,2024-05-20
소풍,,제주특별자치도 서귀포시 남원읍 일주동로 7131,2024-05-20
씨유(CU) 서귀일주대로점,,제주특별자치도 서귀포시 남원읍 일주동로 7131,2024-05-20
육장갈비제주남원점,064-764-7732,제주특별자치도 서귀포시 남원읍 일주동로 7137,2024-05-20
언재호야,064-764-8201,제주특별자치도 서귀포시 남원읍 일주동로 7146,2024-05-20
남원콩나물국밥,064-764-7773,제주특별자치도 서귀포시 남원읍 일주동로 7147,2024-05-20
레몬비 남원점,064-764-0868,제주특별자치도 서귀포시 남원읍 일주동로 7224,2024-05-20
뮤제빈티지,064-764-8909,제주특별자치도 서귀포시 남원읍 일주동로 7333,2024-05-20
제주머슴네,064-764-5559,제주특별자치도 서귀포시 남원읍 일주동로 7501,2024-05-20
귤냥,,제주특별자치도 서귀포시 남원읍 일주동로 7514,2024-05-20
메가엠지씨커피제주위미감귤점,064-764-0408,제주특별자치도 서귀포시 남원읍 일주동로 7678,2024-05-20
제주위미농협사업소간이지점,064-767-0806,제주특별자치도 서귀포시 남원읍 일주동로 7830,2024-05-20
제주위미농협사업소간이지점,064-767-3107,제주특별자치도 서귀포시 남원읍 일주동로 7830,2024-05-20
GS25서귀공천포점,,제주특별자치도 서귀포시 남원읍 일주동로 7897,2024-05-20
소낭식당,,제주특별자치도 서귀포시 남원읍 일주동로 7905,2024-05-20
조이,064-762-9154,제주특별자치도 서귀포시 남원읍 일주동로 8034,2024-05-20
기사식당,064-767-2940,제주특별자치도 서귀포시 남원읍 일주동로 8035,2024-05-20
쇠소깍대박밥상,064-762-0107,제주특별자치도 서귀포시 남원읍 일주동로 8046,2024-05-20
하례김밥,064-767-1485,제주특별자치도 서귀포시 남원읍 일주동로 8046,2024-05-20
하례차이나,064-767-3399,제주특별자치도 서귀포시 남원읍 일주동로 8046,2024-05-20
하례슈퍼,,제주특별자치도 서귀포시 남원읍 일주동로 8046,2024-05-20
창고96,,제주특별자치도 서귀포시 남원읍 일주동로7774번길 70-94,2024-05-20
명치원,064-764-1093,제주특별자치도 서귀포시 남원읍 자배오름로139번길 35-68,2024-05-20
삼수갑산,064-767-2111,제주특별자치도 서귀포시 남원읍 중산간동로,2024-05-20
옥이네밥상,064-739-9898,제주특별자치도 서귀포시 남원읍 중산간동로 5781,2024-05-20
몬파보히,070-4154-0810,제주특별자치도 서귀포시 남원읍 중산간동로 5803,2024-05-20
제주남원농업협동조합신흥2리지점,064-764-4485,제주특별자치도 서귀포시 남원읍 중산간동로 5804,2024-05-20
랑이(Rangi),064-711-1114,제주특별자치도 서귀포시 남원읍 중산간동로 6264,2024-05-20
흑돼지패밀리,064-764-1992,제주특별자치도 서귀포시 남원읍 중산간동로 6924,2024-05-20
동모루,,제주특별자치도 서귀포시 남원읍 중산간동로 6998,2024-05-20
레스토랑점심,,제주특별자치도 서귀포시 남원읍 중산간동로 7090,2024-05-20
예촌편의점,064-767-1547,제주특별자치도 서귀포시 남원읍 중산간동로 7123,2024-05-20
예촌골성문맛집,064-767-1939,제주특별자치도 서귀포시 남원읍 중산간동로 7131,2024-05-20
씨유(CU) 서귀신례점,,제주특별자치도 서귀포시 남원읍 중산간동로 7135,2024-05-20
주식회사 제주미트하우스,064-767-2486,제주특별자치도 서귀포시 남원읍 중산간동로 7137,2024-05-20
뜰에,,제주특별자치도 서귀포시 남원읍 중산간동로 7144,2024-05-20
왕붕어분식,,제주특별자치도 서귀포시 남원읍 중산간동로 7239-1,2024-05-20
한국생활개선서귀포시연합회,064-760-7832,제주특별자치도 서귀포시 남원읍 중산간동로 7413,2024-05-20
귤바테,,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 16,2024-05-20
남쪽바람,,제주특별자치도 서귀포시 남원읍 태수로143번길 133-4,2024-05-20
진은수로스터리,,제주특별자치도 서귀포시 남원읍 태수로143번길 145,2024-05-20
씨유서귀태신로점,,제주특별자치도 서귀포시 남원읍 태신로 1,2024-05-20
모든날이행복하기를,,제주특별자치도 서귀포시 남원읍 태신로 22,2024-05-20
제주감귤농업협동조합유통사업 동부사업소,064-764-8600,제주특별자치도 서귀포시 남원읍 태신로130번길 170,2024-05-20
덕돌,,제주특별자치도 서귀포시 남원읍 태신해안로 112,2024-05-20
모카,,제주특별자치도 서귀포시 남원읍 태신해안로 125,2024-05-20
스테이반하나,,제주특별자치도 서귀포시 남원읍 태신해안로 129,2024-05-20
일사일(141),,제주특별자치도 서귀포시 남원읍 태신해안로 227-3,2024-05-20
갯마을식당,064-764-1783,제주특별자치도 서귀포시 남원읍 태신해안로 235-5,2024-05-20
그리울땐제주,,제주특별자치도 서귀포시 남원읍 태신해안로 271,2024-05-20
파리바게뜨제주남원점,064-764-4664,제주특별자치도 서귀포시 남원읍 태위로,2024-05-20
페리카나남원점,064-764-8292,제주특별자치도 서귀포시 남원읍 태위로,2024-05-20
위미중앙정육점,064-764-8933,제주특별자치도 서귀포시 남원읍 태위로,2024-05-20
한라흑돼지,064-764-9279,제주특별자치도 서귀포시 남원읍 태위로,2024-05-20
GS25서귀위미점,,제주특별자치도 서귀포시 남원읍 태위로,2024-05-20
씨유서귀코업시티호텔점,,제주특별자치도 서귀포시 남원읍 태위로 108,2024-05-20
위미방자연농장/주식회사 위미,,제주특별자치도 서귀포시 남원읍 태위로 116,2024-05-20
포구풍경,,제주특별자치도 서귀포시 남원읍 태위로 118,2024-05-20
제주위미농업협동조합,064-760-1035,제주특별자치도 서귀포시 남원읍 태위로 126,2024-05-20
맥주식탁,,제주특별자치도 서귀포시 남원읍 태위로 131,2024-05-20
은혜네맛집,064-764-6049,제주특별자치도 서귀포시 남원읍 태위로 132,2024-05-20
제주위미농협하나로마트,064-764-5435,제주특별자치도 서귀포시 남원읍 태위로 133,2024-05-20
빵돌이와 빵순이,064-764-8295,제주특별자치도 서귀포시 남원읍 태위로 133,2024-05-20
괜찮은 부엌,,제주특별자치도 서귀포시 남원읍 태위로 149-1,2024-05-20
동백돼지불백,,제주특별자치도 서귀포시 남원읍 태위로 154,2024-05-20
수와래베이커리,,제주특별자치도 서귀포시 남원읍 태위로 17,2024-05-20
콩마트,064-764-6633,제주특별자치도 서귀포시 남원읍 태위로 176,2024-05-20
세븐일레븐 서귀포태위로점,,제주특별자치도 서귀포시 남원읍 태위로 176,2024-05-20
멘호랑,,제주특별자치도 서귀포시 남원읍 태위로 177,2024-05-20
제주위미테이블,064-900-2120,제주특별자치도 서귀포시 남원읍 태위로 180,2024-05-20
티쉬,,제주특별자치도 서귀포시 남원읍 태위로 181,2024-05-20
치킨나라위미점,064-764-4579,제주특별자치도 서귀포시 남원읍 태위로 184,2024-05-20
흥부가,,제주특별자치도 서귀포시 남원읍 태위로 199,2024-05-20
씨유제주위미점,064-764-8757,제주특별자치도 서귀포시 남원읍 태위로 200,2024-05-20
지에스25 남원위미점,,제주특별자치도 서귀포시 남원읍 태위로 216,2024-05-20
음미네,,제주특별자치도 서귀포시 남원읍 태위로 247,2024-05-20
오리프,,제주특별자치도 서귀포시 남원읍 태위로 255,2024-05-20
adrop COFFEE,064-764-0199,제주특별자치도 서귀포시 남원읍 태위로 257,2024-05-20
위미모녀분식,064-764-1398,제주특별자치도 서귀포시 남원읍 태위로 257,2024-05-20
레드브라운,064-738-8288,제주특별자치도 서귀포시 남원읍 태위로 268,2024-05-20
위미브런치,064-764-1101,제주특별자치도 서귀포시 남원읍 태위로 268,2024-05-20
미나미비요리(MINAMI biyori),,제주특별자치도 서귀포시 남원읍 태위로 268,2024-05-20
라룬블루,,제주특별자치도 서귀포시 남원읍 태위로 27,2024-05-20
동방낭,,제주특별자치도 서귀포시 남원읍 태위로 275-2,2024-05-20
위미동백식당,,제주특별자치도 서귀포시 남원읍 태위로 278,2024-05-20
동선제면가,064-764-5555,제주특별자치도 서귀포시 남원읍 태위로 3,2024-05-20
씨유(CU) 서귀위미동백점,,제주특별자치도 서귀포시 남원읍 태위로 369,2024-05-20
위밋,,제주특별자치도 서귀포시 남원읍 태위로 374,2024-05-20
첫경험충전소 주식회사,,제주특별자치도 서귀포시 남원읍 태위로 374,2024-05-20
위미로와,,제주특별자치도 서귀포시 남원읍 태위로 374,2024-05-20
털보네 고양이,,제주특별자치도 서귀포시 남원읍 태위로 381,2024-05-20
제주동백축산유통,064-764-6589,제주특별자치도 서귀포시 남원읍 태위로 381-6,2024-05-20
하나비,,제주특별자치도 서귀포시 남원읍 태위로 383,2024-05-20
